-3.161820633213656695e-01,-3.016673710475604175e-01,1.451469227380525195e-02
6.302843094013438341e-01,6.235343141113752763e-01,6.749995289968557799e-03
6.413486249563156438e-02,5.868716975447285655e-02,5.447692741158707830e-03
6.051342639898046188e-02,6.673400768855967946e-02,6.220581289579217577e-03
-2.168343605685942310e-01,-2.222106772995247892e-01,5.376316730930558174e-03
-2.000855626370600659e-01,-2.148327129826234916e-01,1.474715034556342563e-02
-1.842622186161912423e-01,-1.971512098334672058e-01,1.288899121727596353e-02
-3.516313126979871972e-01,-3.576126738511754555e-01,5.981361153188258228e-03
2.182361671305928785e-01,2.192642142698743302e-01,1.028047139281451638e-03
2.154450219050386139e-01,1.957078320198128163e-01,1.973718988522579765e-02
1.148829970949070689e-01,1.211503568474732034e-01,6.267359752566134534e-03
-1.181727460797788731e-01,-1.192289737577840181e-01,1.056227678005144943e-03
-4.919163213109573052e-01,-4.849899651019330404e-01,6.926356209024264743e-03
1.322268966972095228e-01,1.290345077116477612e-01,3.192388985561761539e-03
1.666531993715935148e-02,1.252797126568991511e-02,4.137348671469436370e-03
-6.599649914739823264e-02,-6.778403366932538032e-02,1.787534521927147679e-03
1.824299475429650708e-01,1.616154363314012410e-01,2.081451121156382977e-02
-3.538998419112926452e-01,-3.598512907556096208e-01,5.951448844316975517e-03
3.054769359482102375e-01,3.288141754154086938e-01,2.333723946719845621e-02
2.646733623219809650e-01,2.618215124893499279e-01,2.851849832631037085e-03
-3.487007640447228329e-01,-3.305256454497721430e-01,1.817511859495068993e-02
1.329822675194869408e-01,1.312097089227421409e-01,1.772558596744799875e-03
1.724017862167646076e-01,1.838020607434185105e-01,1.140027452665390295e-02
4.523098025082281648e-01,4.529624348436828707e-01,6.526323354547058919e-04
-7.948896589687011460e-02,-7.015509989246786204e-02,9.333866004402252559e-03
4.554356991951368228e-01,4.700278754024506678e-01,1.459217620731384502e-02
3.210973381469057752e-01,3.337323560736510930e-01,1.263501792674531776e-02
-1.600732839821421283e-01,-1.671765204963278906e-01,7.103236514185762296e-03
-5.032580997338827883e-02,-5.108394945601121145e-02,7.581394826229326256e-04
3.343588391102397805e-01,3.413233368923285216e-01,6.964497782088741040e-03
-5.451439775424922474e-02,-6.416933108236308470e-02,9.654933328113859958e-03
7.200495356254021928e-02,7.810811223570141015e-02,6.103158673161190872e-03
-3.164973722036505677e-02,-2.608421648224116748e-02,5.565520738123889283e-03
3.250005741858312258e-01,3.396567545744025862e-01,1.465618038857136041e-02
-4.776167917018657449e-02,-3.765045586187906745e-02,1.011122330830750704e-02
7.156521110959973564e-01,7.250318030452316265e-01,9.379691949234270076e-03
1.391232578366161377e-01,1.335269678347979494e-01,5.596290001818188253e-03
2.123034265692654854e-01,2.293024933423900846e-01,1.699906677312459924e-02
-4.040235449360518039e-01,-3.990400076361476644e-01,4.983537299904139406e-03
-2.858753768949400809e-01,-2.773101266001491982e-01,8.565250294790882624e-03
-3.692438095537425163e-02,-4.291500331922275951e-02,5.990622363848507881e-03
-3.435897602702140397e-01,-3.282667975891795376e-01,1.532296268103450210e-02
