t,RCoutput
0.000000000000000000e+00,-7.487467452769385190e-01
1.000000000000000000e+00,-1.535660791444282136e-01
2.000000000000000000e+00,7.220660775559633038e-01
3.000000000000000000e+00,1.803316129556824521e-01
4.000000000000000000e+00,1.153253313141664238e+00
5.000000000000000000e+00,-8.369072342077394921e-01
6.000000000000000000e+00,3.698354806208197232e-01
7.000000000000000000e+00,5.674687780729048558e-01
8.000000000000000000e+00,6.217919885691558513e-01
9.000000000000000000e+00,5.601477483867094431e-01
1.000000000000000000e+01,6.932849285528885908e-01
1.100000000000000000e+01,5.485028378114567005e-01
1.200000000000000000e+01,8.777134188947801618e-01
1.300000000000000000e+01,5.958846219920133080e-02
1.400000000000000000e+01,1.211253340279816904e+00
1.500000000000000000e+01,-1.104867365947051816e+00
1.600000000000000000e+01,-2.934080533989433803e-01
1.700000000000000000e+01,5.664016782016019214e-01
1.800000000000000000e+01,4.602943472752905052e-01
1.900000000000000000e+01,8.004486364664240572e-01
2.000000000000000000e+01,1.505222919224362688e-01
2.100000000000000000e+01,1.238550532747844546e+00
2.200000000000000000e+01,-1.019669353121419597e+00
2.300000000000000000e+01,-1.477597565025918769e-01
2.400000000000000000e+01,6.517624803481356643e-01
2.500000000000000000e+01,3.163568543419930101e-01
2.600000000000000000e+01,1.030275975431528712e+00
2.700000000000000000e+01,-3.956664408935313126e-01
2.800000000000000000e+01,1.121083835752630264e+00
2.900000000000000000e+01,-8.374481429855378245e-01
3.000000000000000000e+01,3.323178728541700266e-01
3.100000000000000000e+01,6.132355985502957463e-01
3.200000000000000000e+01,5.969556323930100827e-01
3.300000000000000000e+01,6.952489364482592471e-01
3.400000000000000000e+01,5.010706979366124081e-01
3.500000000000000000e+01,8.624225244141765501e-01
3.600000000000000000e+01,8.879819491727580782e-02
3.700000000000000000e+01,1.225382984406280684e+00
3.800000000000000000e+01,-1.054442949522154560e+00
3.900000000000000000e+01,-2.187087088012589220e-01
4.000000000000000000e+01,6.463971623443125480e-01
4.100000000000000000e+01,3.501325631893199564e-01
4.200000000000000000e+01,1.036567353870857966e+00
4.300000000000000000e+01,-3.718689027154615800e-01
4.400000000000000000e+01,1.105135475039477733e+00
4.500000000000000000e+01,-8.381595940984376547e-01
4.600000000000000000e+01,3.327696750577615603e-01
4.700000000000000000e+01,5.713689027454718072e-01
