t,RCoutput
0.000000000000000000e+00,4.095391012870805980e-01
1.000000000000000000e+00,1.017991086089464758e+00
2.000000000000000000e+00,-3.454675548944612373e-01
3.000000000000000000e+00,1.160444442846468860e+00
4.000000000000000000e+00,-1.006508020840569451e+00
5.000000000000000000e+00,-5.582713587417797996e-02
6.000000000000000000e+00,7.042271489788702876e-01
7.000000000000000000e+00,3.036497925119876484e-01
8.000000000000000000e+00,1.065101882995074689e+00
9.000000000000000000e+00,-5.199677540128551101e-01
1.000000000000000000e+01,9.317969069638611934e-01
1.100000000000000000e+01,-3.965264091947426905e-01
1.200000000000000000e+01,1.085593771304507182e+00
1.300000000000000000e+01,-7.747082383891488178e-01
1.400000000000000000e+01,4.983874254644671264e-01
1.500000000000000000e+01,4.244017943819708982e-01
1.600000000000000000e+01,8.704755776781922805e-01
1.700000000000000000e+01,2.553996310933559499e-02
1.800000000000000000e+01,1.278856301200881340e+00
1.900000000000000000e+01,-1.259368895834890090e+00
2.000000000000000000e+01,-8.298348222598281865e-01
2.100000000000000000e+01,-3.397965647417784396e-01
2.200000000000000000e+01,6.061423903107199251e-01
2.300000000000000000e+01,4.028267470905539938e-01
2.400000000000000000e+01,9.635296712583532042e-01
2.500000000000000000e+01,-1.622574267250831426e-01
2.600000000000000000e+01,1.255523566811398206e+00
2.700000000000000000e+01,-1.239573210185280772e+00
2.800000000000000000e+01,-7.416639341422266440e-01
2.900000000000000000e+01,-1.948629692765067034e-01
3.000000000000000000e+01,7.335338469357015612e-01
3.100000000000000000e+01,2.054026364145369321e-01
3.200000000000000000e+01,1.138483492303168365e+00
3.300000000000000000e+01,-7.877614935579977384e-01
3.400000000000000000e+01,4.452219250970896880e-01
3.500000000000000000e+01,4.353367982883529219e-01
3.600000000000000000e+01,8.749684291296788707e-01
3.700000000000000000e+01,9.382824567933223392e-02
3.800000000000000000e+01,1.231067583387489339e+00
3.900000000000000000e+01,-1.108938504700037520e+00
4.000000000000000000e+01,-3.435766853534367726e-01
4.100000000000000000e+01,4.820860757022065179e-01
4.200000000000000000e+01,5.523225037444203789e-01
4.300000000000000000e+01,6.882243917215902229e-01
4.400000000000000000e+01,4.738256872758723759e-01
4.500000000000000000e+01,8.970926679019495253e-01
4.600000000000000000e+01,-6.805823238808628162e-03
4.700000000000000000e+01,1.257534792020171821e+00
4.800000000000000000e+01,-1.233876890428614814e+00
4.900000000000000000e+01,-8.056940294868244479e-01
5.000000000000000000e+01,-2.871942184128970510e-01
5.100000000000000000e+01,5.978223525900228097e-01
5.200000000000000000e+01,3.637406721977178847e-01
5.300000000000000000e+01,9.747479947606434436e-01
5.400000000000000000e+01,-2.347546056016032168e-01
5.500000000000000000e+01,1.244321295680694828e+00
5.600000000000000000e+01,-1.164183077437379588e+00
5.700000000000000000e+01,-5.528004882158006339e-01
5.800000000000000000e+01,1.905607127077226792e-01
5.900000000000000000e+01,7.631193920998291524e-01
6.000000000000000000e+01,2.161429879539364940e-01
6.100000000000000000e+01,1.156228714111411371e+00
6.200000000000000000e+01,-8.390998512990064384e-01
6.300000000000000000e+01,3.036323636830919881e-01
6.400000000000000000e+01,6.175920691008123242e-01
6.500000000000000000e+01,5.627625525029693598e-01
6.600000000000000000e+01,7.654966777669320876e-01
6.700000000000000000e+01,3.460487234501794518e-01
6.800000000000000000e+01,1.075275823257366703e+00
6.900000000000000000e+01,-5.461402943753705941e-01
7.000000000000000000e+01,9.112789911316203639e-01
7.100000000000000000e+01,-3.444655237776919066e-01
7.200000000000000000e+01,1.096978669208654500e+00
7.300000000000000000e+01,-7.921299516593673928e-01
7.400000000000000000e+01,4.675336387898352264e-01
7.500000000000000000e+01,4.386315549746138132e-01
7.600000000000000000e+01,8.869638844117320176e-01
7.700000000000000000e+01,7.481229451054183244e-02
7.800000000000000000e+01,1.207060394102883016e+00
7.900000000000000000e+01,-1.065086692221621334e+00
8.000000000000000000e+01,-2.575043285746003718e-01
8.100000000000000000e+01,5.613520542559846671e-01
8.200000000000000000e+01,4.545691329427996585e-01
8.300000000000000000e+01,8.548158777469723191e-01
8.400000000000000000e+01,9.717863442680396702e-02
8.500000000000000000e+01,1.248442436785040410e+00
8.600000000000000000e+01,-1.106672148964626956e+00
8.700000000000000000e+01,-3.543655639916032385e-01
8.800000000000000000e+01,4.902410578858591439e-01
8.900000000000000000e+01,5.547963419120902628e-01
9.000000000000000000e+01,7.237106302301872240e-01
9.100000000000000000e+01,4.281392329732112145e-01
9.200000000000000000e+01,9.936237277213235686e-01
9.300000000000000000e+01,-2.346329901075838720e-01
9.400000000000000000e+01,1.237424121766981244e+00
9.500000000000000000e+01,-1.204741308024676272e+00
9.600000000000000000e+01,-7.036207773007321364e-01
9.700000000000000000e+01,-5.293335182986558252e-02
9.800000000000000000e+01,7.501877500656966014e-01
9.900000000000000000e+01,1.575210650501817078e-01
1.000000000000000000e+02,1.185980898006250950e+00
1.010000000000000000e+02,-9.372903562993739612e-01
1.020000000000000000e+02,1.344382935996475403e-01
1.030000000000000000e+02,6.875424830005935073e-01
1.040000000000000000e+02,3.861568589956343445e-01
1.050000000000000000e+02,9.999408552389228433e-01
1.060000000000000000e+02,-2.932232221292601082e-01
1.070000000000000000e+02,1.198574168936554774e+00
1.080000000000000000e+02,-1.078563193850376578e+00
1.090000000000000000e+02,-2.837411099618645238e-01
1.100000000000000000e+02,5.854235148239081976e-01
1.110000000000000000e+02,4.229503389764184274e-01
1.120000000000000000e+02,9.005687383328115914e-01
1.130000000000000000e+02,-4.722055150573112314e-02
1.140000000000000000e+02,1.292594266812120418e+00
1.150000000000000000e+02,-1.299138647181911743e+00
1.160000000000000000e+02,-9.333546322827093178e-01
1.170000000000000000e+02,-5.352393580891723346e-01
1.180000000000000000e+02,3.074312135597212503e-01
1.190000000000000000e+02,7.500155648990534107e-01
1.200000000000000000e+02,4.462939105093846059e-01
1.210000000000000000e+02,1.105063366879297959e+00
1.220000000000000000e+02,-2.591109692101740691e-01
1.230000000000000000e+02,1.241690032344742178e+00
1.240000000000000000e+02,-1.209050675264428776e+00
1.250000000000000000e+02,-7.015155539460433687e-01
1.260000000000000000e+02,-9.709070585151247101e-02
1.270000000000000000e+02,7.548749758911097452e-01
1.280000000000000000e+02,1.939031772253980712e-01
1.290000000000000000e+02,1.160917012257345782e+00
1.300000000000000000e+02,-8.737173490243073104e-01
1.310000000000000000e+02,2.735657551418531064e-01
1.320000000000000000e+02,6.051754948563785597e-01
1.330000000000000000e+02,5.609603277653061326e-01
1.340000000000000000e+02,7.513910017267395602e-01
1.350000000000000000e+02,3.860010612304689559e-01
1.360000000000000000e+02,1.065161804196409712e+00
1.370000000000000000e+02,-4.857862072132634879e-01
1.380000000000000000e+02,9.878766918880930170e-01
1.390000000000000000e+02,-5.140910337853110690e-01
1.400000000000000000e+02,9.073607360181286108e-01
1.410000000000000000e+02,-3.062558572354694419e-01
1.420000000000000000e+02,1.195504981586581472e+00
1.430000000000000000e+02,-9.753887257769502384e-01
1.440000000000000000e+02,-1.488605387369901223e-02
1.450000000000000000e+02,7.483334568490520589e-01
1.460000000000000000e+02,2.805893183866476903e-01
1.470000000000000000e+02,1.111652330136478906e+00
1.480000000000000000e+02,-6.161882220404972799e-01
1.490000000000000000e+02,7.809405704256083824e-01
1.500000000000000000e+02,3.974031778009923244e-03
1.510000000000000000e+02,1.198955070725555849e+00
1.520000000000000000e+02,-1.048532202173451111e+00
1.530000000000000000e+02,-1.371566843849860717e-01
1.540000000000000000e+02,6.489950950593489365e-01
1.550000000000000000e+02,3.657562325672842896e-01
1.560000000000000000e+02,1.000136246690785491e+00
1.570000000000000000e+02,-3.009577576749107308e-01
1.580000000000000000e+02,1.171567316479646070e+00
1.590000000000000000e+02,-1.026956314733888931e+00
1.600000000000000000e+02,-1.449526273050025793e-01
1.610000000000000000e+02,6.700945742941436523e-01
1.620000000000000000e+02,3.447350990261739412e-01
1.630000000000000000e+02,1.055265033736330516e+00
1.640000000000000000e+02,-4.341068969201815619e-01
1.650000000000000000e+02,1.038290180272140262e+00
1.660000000000000000e+02,-6.580598030235993434e-01
1.670000000000000000e+02,7.095138712409987392e-01
1.680000000000000000e+02,9.416887984080624108e-02
1.690000000000000000e+02,1.224648875506835211e+00
1.700000000000000000e+02,-1.050575903781638232e+00
1.710000000000000000e+02,-1.770638127813226603e-01
1.720000000000000000e+02,6.501524075793645441e-01
1.730000000000000000e+02,3.545614489941277814e-01
1.740000000000000000e+02,1.017835875492901110e+00
1.750000000000000000e+02,-3.199742029044454483e-01
1.760000000000000000e+02,1.156077333235825400e+00
1.770000000000000000e+02,-9.966613128912360509e-01
1.780000000000000000e+02,-5.437580974200306727e-02
1.790000000000000000e+02,6.880889339763516244e-01
1.800000000000000000e+02,3.365430602329935184e-01
1.810000000000000000e+02,1.078695268685235575e+00
1.820000000000000000e+02,-4.900130581336412661e-01
1.830000000000000000e+02,9.668343443444127328e-01
1.840000000000000000e+02,-4.620419166380536069e-01
1.850000000000000000e+02,1.005620280071342076e+00
1.860000000000000000e+02,-5.768315106196588715e-01
1.870000000000000000e+02,8.601989037299329066e-01
1.880000000000000000e+02,-2.222099891980811037e-01
1.890000000000000000e+02,1.207612719648559985e+00
1.900000000000000000e+02,-1.077892975758548921e+00
1.910000000000000000e+02,-2.969747088369838472e-01
1.920000000000000000e+02,5.671241717688993988e-01
1.930000000000000000e+02,4.496453629024990128e-01
1.940000000000000000e+02,8.688604015114802515e-01
1.950000000000000000e+02,6.502868757548174727e-02
1.960000000000000000e+02,1.269256964219672490e+00
1.970000000000000000e+02,-1.194961773282757989e+00
1.980000000000000000e+02,-6.318923114408052655e-01
1.990000000000000000e+02,5.819272317334212019e-02
2.000000000000000000e+02,8.201122506117903832e-01
2.010000000000000000e+02,1.106353060780360664e-01
2.020000000000000000e+02,1.228129769903865132e+00
2.030000000000000000e+02,-1.068160922168642557e+00
2.040000000000000000e+02,-2.540861560024438859e-01
2.050000000000000000e+02,5.933432176387740675e-01
2.060000000000000000e+02,3.811405977601232120e-01
2.070000000000000000e+02,9.561000323650956645e-01
2.080000000000000000e+02,-1.727747026492325588e-01
2.090000000000000000e+02,1.232134980618604825e+00
2.100000000000000000e+02,-1.180248846977524302e+00
2.110000000000000000e+02,-5.692395832377252773e-01
2.120000000000000000e+02,1.791783587766997421e-01
2.130000000000000000e+02,7.664196156344349475e-01
2.140000000000000000e+02,2.143540325822623771e-01
2.150000000000000000e+02,1.161305160708634876e+00
2.160000000000000000e+02,-8.098617520603088593e-01
2.170000000000000000e+02,3.774128880965492705e-01
2.180000000000000000e+02,5.689523806884224655e-01
2.190000000000000000e+02,6.657275010869563303e-01
2.200000000000000000e+02,5.371357126311897545e-01
2.210000000000000000e+02,7.882863225516372196e-01
2.220000000000000000e+02,2.979346800667403983e-01
2.230000000000000000e+02,1.113291123530022020e+00
2.240000000000000000e+02,-6.838322879184861591e-01
2.250000000000000000e+02,6.775336347028007022e-01
2.260000000000000000e+02,1.285246303663569734e-01
2.270000000000000000e+02,1.221311856436297028e+00
2.280000000000000000e+02,-1.028792515009326891e+00
2.290000000000000000e+02,-8.868806012847851861e-02
2.300000000000000000e+02,6.789445580602948560e-01
2.310000000000000000e+02,3.615017808103462293e-01
2.320000000000000000e+02,1.026938621179591227e+00
2.330000000000000000e+02,-3.414295118419659048e-01
2.340000000000000000e+02,1.112071478077446329e+00
2.350000000000000000e+02,-8.822046178255353865e-01
2.360000000000000000e+02,2.381289588394275292e-01
2.370000000000000000e+02,6.666215073349057718e-01
2.380000000000000000e+02,4.600003497856439694e-01
2.390000000000000000e+02,9.043253749231814353e-01
2.400000000000000000e+02,-7.816768716969235697e-03
2.410000000000000000e+02,1.261374390327462791e+00
2.420000000000000000e+02,-1.216516891150016377e+00
2.430000000000000000e+02,-6.705227161649895962e-01
2.440000000000000000e+02,-1.271385143826764264e-02
2.450000000000000000e+02,8.221273452107857871e-01
2.460000000000000000e+02,9.390366952184514560e-02
2.470000000000000000e+02,1.254892835419194164e+00
2.480000000000000000e+02,-1.150369034316662820e+00
2.490000000000000000e+02,-4.320031848071961278e-01
2.500000000000000000e+02,4.410503587822343086e-01
2.510000000000000000e+02,4.997330046567660666e-01
2.520000000000000000e+02,7.250761373838923163e-01
2.530000000000000000e+02,3.993869269890337748e-01
2.540000000000000000e+02,1.028132494201352998e+00
2.550000000000000000e+02,-3.449671857118197238e-01
2.560000000000000000e+02,1.096444517500821059e+00
2.570000000000000000e+02,-8.350052699621803853e-01
2.580000000000000000e+02,3.384972204658684980e-01
2.590000000000000000e+02,6.107706418752041344e-01
2.600000000000000000e+02,5.696671815395464300e-01
2.610000000000000000e+02,7.125820380550980104e-01
2.620000000000000000e+02,4.342827327173592877e-01
