-6.358370067419385485e-01,-6.439052055505399830e-01,8.068198808601434457e-03
-6.169292967534697469e-01,-6.056602720719315158e-01,1.126902468153823111e-02
3.943746772726901273e-02,3.126463234952980147e-02,8.172835377739211260e-03
3.760955673545013922e-01,3.570017354994404202e-01,1.909383185506097202e-02
2.223008566352734361e-01,2.201581492837813014e-01,2.142707351492134649e-03
6.859285582377827595e-01,7.298921398206298372e-01,4.396358158284707773e-02
-1.737348850236734021e-01,-1.736136027516404223e-01,1.212822720329798099e-04
-1.968687582908605974e-02,-4.418562733141982030e-03,1.526831309594407771e-02
6.141052824821954248e-01,5.547197695966050723e-01,5.938551288559035246e-02
3.955113352017517458e-01,4.005079098135456150e-01,4.996574611793869192e-03
7.228565141671094985e-02,8.573092405491827828e-02,1.344527263820732843e-02
5.341058169705497072e-01,5.705646778249462425e-01,3.645886085439653534e-02
-4.126885715848895853e-01,-4.433984428183599391e-01,3.070987123347035386e-02
1.709487571618278912e-01,1.622474158505307906e-01,8.701341311297100534e-03
1.514234301973629848e-01,1.873202540848632747e-01,3.589682388750028985e-02
4.597393258088068591e-02,4.481403025333711293e-02,1.159902327543572975e-03
-4.123329108257614006e-01,-4.171974184334136249e-01,4.864507607652224230e-03
4.642013512725344793e-01,4.500618463356542698e-01,1.413950493688020948e-02
-5.946353839597853103e-02,-2.889310335969540178e-02,3.057043503628312925e-02
6.512700560886151013e-01,6.702163978473860695e-01,1.894634175877096816e-02
-1.306562202364733583e-01,-1.373527349078914050e-01,6.696514671418046794e-03
-2.295513336855473097e-02,4.453372171621722969e-02,6.748885508477195372e-02
7.901970761681767486e-02,5.500904639259404649e-02,2.401066122422362836e-02
4.974415862201798655e-01,4.986843249645141474e-01,1.242738744334281886e-03
1.707915627751738219e-01,1.754019460226242111e-01,4.610383247450389188e-03
4.203873974398918412e-01,3.660417087427463856e-01,5.434568869714545558e-02
-2.708170673135468220e-01,-2.865475743350805460e-01,1.573050702153372393e-02
-1.311752935917799012e-01,-1.425123199938694851e-01,1.133702640208958390e-02
3.121323144349910650e-02,1.439124716277313115e-02,1.682198428072597535e-02
2.898249349505356287e-01,2.581774831980845342e-01,3.164745175245109454e-02
-6.009520752712673719e-01,-6.127661456673488827e-01,1.181407039608151077e-02
-2.611190017631953020e-01,-2.136470559748879783e-01,4.747194578830732370e-02
-4.830232817626860520e-01,-5.033468025040105376e-01,2.032352074132448561e-02
-2.181968539561705278e-01,-1.938025954935412298e-01,2.439425846262929798e-02
-7.890387512949556537e-02,-9.233378906155577381e-02,1.342991393206020845e-02
-8.487789215737437387e-02,-5.687683081776642724e-02,2.800106133960794663e-02
6.002400118661154194e-01,5.771073356117638609e-01,2.313267625435155850e-02
3.159045796828552355e-01,3.018464355839363678e-01,1.405814409891886774e-02
-4.147937735235199264e-02,-2.381887481452476737e-02,1.766050253782722526e-02
1.801514029519143134e-01,2.186735113968356348e-01,3.852210844492132136e-02
-5.544680683448063307e-01,-6.065228332845522541e-01,5.205476493974592334e-02
2.284110765218654027e-01,2.012330988112012997e-01,2.717797771066410295e-02
-1.418124614330156241e-01,-1.043058341455024574e-01,3.750662728751316677e-02
7.054303324361865801e-02,1.213417681995101194e-01,5.079873495589146137e-02
1.973947227606739352e-01,1.778879325317800075e-01,1.950679022889392766e-02
